ANO_INIC_VIG,ANO_INIC_VIG_GERAL,ANO_MES_EMIS_GERAL,ANO_MES_INIC_VIG_APOL,ANO_MODELO,COD_CIA_EMIS,COD_CLASSE_BONUS,COD_PROD,COD_UNID_EMIS,DSC_ESTADO_CIVIL_CONDUTOR,DSC_FAMILIA_VEICULO,DSC_PORTE_VEICULO,DSC_REGIAO_GEO,DSC_REGIONAL_MODEL,DSC_SEGMENTO_VEICULO,DSC_SEXO_CONDUTOR,DT_INIC_ANO_VIG,GR_RISCO_TT,GRUPO_RISCO_BRASIL,IDADE_SEGURADO_F_ATUAL,IDC_ESTADO_CIVIL_CONDUTOR,NME_REGIAO_GEO,NME_REGIAO_POLITICA,NME_REGIAO_RISCO,NUM_APOLICE,NUM_ENDOSSO,QTD_IDADE_CONDUTOR,QTD_IDADE_SEGURADO,QTD_IDADE_VEICULO,QTD_SIN_PP,QTD_SIN_PP_TOTAL,QTD_SIN_PT,QTD_SIN_RB,QTD_SIN_RCF,QTD_SIN_TOTAL,SIG_FABRIC,VAL_LMR_CASCO_FINAL,VAL_LMR_RCF_DM,VAL_PR_ANUAL_CASCO,VAL_PR_ANUAL_RCF_DM,VAL_PR_CASCO,VAL_PR_FINAL_CASCO,VAL_PR_FINAL_RCF_DM,VAL_PR_RISCO_CASCO,VAL_PR_RISCO_RCF_DC,VAL_PR_RISCO_RCF_DM
2019,2019,201904,201807,2018,7110,3,4,221,02.DIVORCIADO,ONIX,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,43,D,SUDESTE,SOROCABA,SP_MICRO SOROCABA,6616400,5681022,43,43,0.5,0,0,0,0,0,0,GM,56546,70000,1130.44,323.79,51.54,0,366.551,852.968,12.086,241.724
2019,2019,201906,201906,2014,7110,5,4,221,01.CASADO,FIESTA,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,7,45,C,SUDESTE,TAUBATE 1,SP_MICRO SAO JOSE DOS CAMPOS,7782190,0,44,44,5,0,1,0,0,0,1,FORD,25096,50000,432.2,109.33,432.2,342.336,122.913,324.946,5.466,109.318
2019,2019,201905,201807,2012,7110,0,4,337,03.SOLTEIRO,SIENA,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,34,S,SUDESTE,PRESIDENTE PRUDENTE,SP_DEMAIS,12954250,7939140,34,34,6,0,0,0,0,0,0,FIAT,26739,100000,1078.04,375.53,0,0,0,0,0,0
2019,2019,201901,201901,2018,7110,9,4,221,01.CASADO,HB20,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,4,63,C,SUDESTE,ARARAS V2,SP_MESO PIRACICABA,7347500,5577942,62,63,1,0,0,0,0,0,0,HYUND,39101,100000,657.25,178.24,0,0,0,0,0,0
2019,2019,201908,201908,2018,7110,8,4,221,05.SEM INFORMACAO,PRISMA,COMPACTO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,3,74, ,SUDESTE,ITAPETININGA,SP_DEMAIS,8115880,0,73,73,1,1,3,1,0,2,4,GM,57314,100000,885.5,194.86,885.5,0,196.294,465.099,10.405,118.648
2019,2019,201910,201910,2004,7110,1,4,337,01.CASADO,CORSA,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,8,36,C,SUDESTE,ARARAQUARA,SP_DEMAIS,14023010,8153302,35,35,15,0,0,0,0,0,0,GM,13486,50000,525.38,231.74,0,0,0,0,0,0
2019,2019,201903,201810,2019,7110,9,4,221,03.SOLTEIRO,ONIX,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,1,44,S,SUDESTE,04_CAMPINAS_GRP_4,SP_MUNICIPIO CAMPINAS,7037881,5647460,43,67,4,0,0,0,0,0,0,GM,61180,100000,898.94,168.2,207.48,918.852,133.544,439.917,4.72,94.391
2019,2019,201906,201811,2017,7110,5,4,221,01.CASADO,FOCUS,MEDIO,SUDESTE,SP INT,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,5,50,C,SUDESTE,SP_MICRO CAMPINAS 1 V2,SP_MICRO CAMPINAS 1,7135030,5754321,50,50,1,0,0,0,0,0,0,FORD,61452,80000,1432.67,412.65,342.69,0,296.641,908.388,10.76,215.196
2019,2019,201908,201908,2013,7110,7,4,337,01.CASADO,PALIO,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,6,28,C,SUDESTE,AVARE,SP_MESO BAURU,13903380,0,27,48,6,0,0,0,0,0,0,FIAT,22376,50000,498.41,141.5,498.41,358.558,105.73,332.428,4.931,98.611
2019,2019,201906,201906,2018,7110,10,4,221,01.CASADO,ARGO,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,4,42,C,SUDESTE,SP_MESO_MACRO METROPOLITANA PAULISTA_1,SP_MESO MACRO METROPOLITANA PAULISTA,7783570,5778948,41,51,1,0,1,0,0,0,1,FIAT,42082,100000,691.78,199.53,113,0,132.779,456.456,5.324,106.481
2019,2019,201911,201911,2014,7110,10,4,337,03.SOLTEIRO,VOYAGE,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,4,63,S,SUDESTE,RIBEIRAO PRETO 1,SP_MESO RIBEIRAO PRETO,14140380,0,62,999,5,0,0,0,0,0,0,VW,32320,100000,643.33,235.6,643.33,478.401,155.049,495.638,7.783,155.652
2019,2019,201901,201901,2010,7110,8,4,221,03.SOLTEIRO,LIVINA,MEDIO,SUDESTE,SP INT,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,8,43,S,SUDESTE,01_CAMPINAS_GRP_1,SP_MUNICIPIO CAMPINAS,7301980,5585481,43,43,9,0,0,0,0,0,0,NISSA,23458,100000,631.47,379.88,0,0,0,0,0,0
2019,2019,201907,201907,2007,7110,1,4,337,01.CASADO,STILO,MEDIO,SUDESTE,SP INT,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,9,53,C,SUDESTE,RIBEIRAO PRETO 5,SP_MESO RIBEIRAO PRETO,13798970,0,52,999,12,0,0,0,0,0,0,FIAT,18687,60000,777.9,206.75,777.9,0,209.008,505.59,10.051,201.027
2019,2019,201911,201911,2012,7110,6,4,221,01.CASADO,CORSA,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,37,C,SUDESTE,03_CAMPINAS_GRP_3,SP_MUNICIPIO CAMPINAS,8359010,0,36,40,7,0,0,0,0,0,0,GM,22329,70000,778.91,322.08,778.91,0,323.711,489.743,10.142,202.846
2019,2019,201908,201908,2013,7110,6,4,221,03.SOLTEIRO,ETIOS,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,4,32,S,SUDESTE,SAO CARLOS,SP_DEMAIS,8102400,0,31,66,6,0,0,0,0,0,0,TOYOT,29406,100000,547.94,164.51,547.94,0,157.708,359.243,6.447,128.944
2019,2019,201910,201911,2015,7110,1,4,221,01.CASADO,SANDERO,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,4,33,C,SUDESTE,01_CAMPINAS_GRP_1,SP_MUNICIPIO CAMPINAS,8345790,0,32,32,4,0,0,0,0,0,0,RENAU,31372,100000,737.8,317.46,737.8,0,314.789,470.087,10.398,207.958
2019,2019,201901,201901,2014,7110,10,4,221,04.VIUVO,PUNTO,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,1,79,V,SUDESTE,SP_MICRO CAMPINAS 1 V2,SP_MICRO CAMPINAS 1,7364960,0,78,78,5,0,0,0,0,0,0,FIAT,33285,150000,624.3,253.4,624.3,626.554,250.639,267.644,6.552,131.032
2020,2020,202001,201911,2019,7110,10,4,337,01.CASADO,ONIX,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,1,39,C,SUDESTE,SP_MICRO SAO JOSE DO RIO PRETO,SP_MICRO SAO JOSE DO RIO PRETO,14103870,8277044,38,67,0.5,0,0,0,0,0,0,GM,59791,150000,1026.13,346.53,-328.55,0,240.406,449.956,7.279,141.515
2020,2020,202004,201903,2011,7110,2,4,337,01.CASADO,GOL,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,01.MASCULINO,2020-01-01 00:00:00,0,1,40,C,SUDESTE,SP_MICRO SAO JOSE DO RIO PRETO,SP_MICRO SAO JOSE DO RIO PRETO,13474740,8363730,40,40,8,1,5,1,0,4,6,VW,19013,100000,407.59,272.82,0,0,0,0,0,0
2019,2019,201910,201910,2017,7110,0,4,221,03.SOLTEIRO,HB20,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,31,S,SUDESTE,TAUBATE 2,SP_DEMAIS,8283970,0,30,30,2,0,0,0,0,0,0,HYUND,38685,100000,1205.94,366.12,1205.94,0,368.566,1023.97,17.083,341.655
2019,2019,201905,201906,2013,7110,9,4,337,01.CASADO,VOYAGE,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,44,C,SUDESTE,FRANCA - DEMAIS MUNICÍPIOS,SP_MESO RIBEIRAO PRETO,13637980,0,43,43,6,0,0,0,0,0,0,VW,30521,100000,540.72,253.58,540.72,421.864,161.175,460.365,9.012,128.319
2020,2020,202003,202003,2020,7110,0,4,221,02.DIVORCIADO,MOBI,COMPACTO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2020-01-01 00:00:00,0,6,51,D,SUDESTE,04_CAMPINAS_GRP_4,SP_MUNICIPIO CAMPINAS,8731520,0,50,50,0,0,0,0,0,0,0,FIAT,40125,50000,892.5,266.66,892.5,0,266.21,726.912,15.322,306.444
2020,2020,202003,202002,2010,7110,10,4,221,01.CASADO,KA,COMPACTO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2020-01-01 00:00:00,0,4,42,C,SUDESTE,PIRACICABA,SP_MESO PIRACICABA,8711180,0,41,41,10,1,2,0,0,1,2,FORD,15104,100000,264.41,206.14,264.41,241.283,165.553,246.232,7.95,159.009
2019,2019,201910,201910,2012,7110,0,4,337,01.CASADO,SIENA,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,8,36,C,SUDESTE,RIBEIRAO PRETO 5,SP_MESO RIBEIRAO PRETO,14079310,0,35,35,7,0,0,0,0,0,0,FIAT,26133,100000,908.73,227.91,908.73,0,231.517,856.074,12.231,244.625
2019,2019,201909,201909,2014,7110,7,4,221,01.CASADO,CLIO,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,5,47,C,SUDESTE,TAUBATE 1,SP_MICRO SAO JOSE DOS CAMPOS,8189640,0,46,46,5,0,0,0,0,0,0,RENAU,19268,60000,411.83,152.1,411.83,277.963,116.717,261.86,4.882,102.743
2019,2019,201905,201905,2007,7110,10,4,221,03.SOLTEIRO,FIT,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,5,37,S,SUDESTE,02_CAMPINAS_GRP_2,SP_MUNICIPIO CAMPINAS,7659000,0,36,36,12,0,0,0,0,0,0,HONDA,22005,100000,371.45,213.28,371.45,276.22,197.791,338.649,6.899,137.977
2019,2019,201910,201910,2018,7110,0,4,60,01.CASADO,HB20,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,4,58,C,SUDESTE,PRESIDENTE PRUDENTE,SP_DEMAIS,38854340,0,57,57,1,0,0,0,0,0,0,HYUND,40822,100000,702.37,174.55,702.37,0,194.582,764.022,11.957,239.136
2019,2019,201906,201905,2017,7110,4,4,337,03.SOLTEIRO,CRUZE,MEDIO,SUDESTE,SP INT,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,6,24,S,SUDESTE,FRANCA - DEMAIS MUNICÍPIOS,SP_MESO RIBEIRAO PRETO,13652720,7973322,24,24,2,0,0,0,0,0,0,GM,77198,150000,1107.6,293.53,-390.16,0,378.628,1088.096,18.251,365.015
2019,2019,201906,201906,2016,7110,10,4,221,03.SOLTEIRO,ETIOS,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,2,37,S,SUDESTE,PIRASSUNUNGA,SP_MESO CAMPINAS,7719900,0,36,57,3,0,0,0,0,0,0,TOYOT,35292,100000,313.57,111.61,313.57,305.652,111.614,381.813,5.906,118.121
2019,2019,201906,201905,2013,7110,6,4,337,03.SOLTEIRO,CITROEN C3,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,5,25,S,SUDESTE,SP_MICRO SAO JOSE DO RIO PRETO,SP_MICRO SAO JOSE DO RIO PRETO,13665550,0,24,79,6,0,0,0,0,0,0,CITRO,34896,150000,607.4,420.81,607.4,511.177,285.6,452.707,20.656,253.899
2019,2019,201905,201811,2019,7110,0,4,337,02.DIVORCIADO,CAT 11,MEDIO GRANDE,SUDESTE,SP INT,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,61,D,SUDESTE,RIBEIRAO PRETO 1,SP_MESO RIBEIRAO PRETO,13266330,7935447,61,999,0,0,0,0,0,0,0,MBENZ,256775,400000,6403.16,522.82,0,0,0,0,0,0
2019,2019,201906,201906,2020,7110,5,4,337,03.SOLTEIRO,KWID,COMPACTO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,5,29,S,SUDESTE,RIBEIRAO PRETO 5,SP_MESO RIBEIRAO PRETO,13710540,0,28,28,0,1,2,0,0,1,2,RENAU,42300,80000,644.96,134.67,644.96,0,133.761,436.267,6.628,132.564
2019,2019,201907,201907,2017,7110,10,4,221,01.CASADO,HB20,COMPACTO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,2,40,C,SUDESTE,SP_MICRO CAMPINAS 1 V2,SP_MICRO CAMPINAS 1,7888080,0,39,39,2,0,0,0,0,0,0,HYUND,51350,80000,781.06,140.06,781.06,0,139.027,509.585,5.997,119.937
2020,2020,202003,202003,2015,7110,0,4,221,01.CASADO,GOL,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2020-01-01 00:00:00,0,8,44,C,SUDESTE,SP_MESO_MACRO METROPOLITANA PAULISTA_2,SP_MESO MACRO METROPOLITANA PAULISTA,8750020,0,43,43,5,0,0,0,0,0,0,VW,34061,70000,1135.4,298.51,1135.4,0,302.032,922.267,13.502,270.043
2019,2019,201905,201905,2018,7110,1,4,337,01.CASADO,CAT 11,COMPACTO,SUDESTE,SP INT,ESPORTIVO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,51,C,SUDESTE,SAO CARLOS,SP_DEMAIS,13596670,0,50,61,1,0,0,0,0,0,0,MBENZ,255283,150000,4028.13,229.35,4028.13,0,235.561,2718.448,8.766,175.314
2019,2019,201901,201901,2008,7110,7,4,60,01.CASADO,COROLLA,MEDIO,SUDESTE,SP INT,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,3,51,C,SUDESTE,ARACATUBA,SP_DEMAIS,35641320,0,50,54,11,0,0,0,0,0,0,TOYOT,31110,50000,195.73,78.28,195.73,656.339,111.912,455.687,4.781,95.625
2020,2020,202001,202001,2008,7110,10,4,132,01.CASADO,FIT,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,01.MASCULINO,2020-01-01 00:00:00,0,3,65,C,SUDESTE,SAO JOSE DOS CAMPOS,SP_MICRO SAO JOSE DOS CAMPOS,34364780,0,64,64,12,0,0,0,0,0,0,HONDA,24183,100000,376.68,184.89,376.68,296.638,157.862,333.13,5.713,114.265
2019,2019,201905,201906,2018,7110,3,4,60,03.SOLTEIRO,KA,COMPACTO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,4,23,S,SUDESTE,02_CAMPINAS_GRP_2,SP_MUNICIPIO CAMPINAS,36910190,0,22,47,1,0,0,0,0,0,0,FORD,36705,60000,1136.61,231.88,1136.61,894.092,196.971,460.498,8.059,161.176
2019,2019,201908,201908,2020,7110,3,4,221,03.SOLTEIRO,ECOSPORT,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,3,56,S,SUDESTE,02_CAMPINAS_GRP_2,SP_MUNICIPIO CAMPINAS,8064880,0,55,55,0,0,0,0,0,0,0,FORD,55076,80000,762.5,226.09,762.5,0,227.588,534.369,11.032,220.634
2019,2019,201906,201906,2019,7110,7,4,221,04.VIUVO,KA,COMPACTO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,2,63,V,SUDESTE,SP_MUNICIPIO JUNDIAI,SP_MUNICIPIO JUNDIAI,7763460,0,62,62,0.5,0,0,0,0,0,0,FORD,40609,80000,620.14,152.52,620.14,0,154.887,380.676,6.357,127.132
2020,2020,202002,202002,2013,7110,0,4,124,01.CASADO,PALIO,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2020-01-01 00:00:00,0,9,39,C,SUDESTE,RIBEIRAO PRETO 1,SP_MESO RIBEIRAO PRETO,2373781,0,38,38,7,0,0,0,0,0,0,FIAT,26296,60000,1220.52,274.31,1220.52,0,271.334,1002.832,13.728,274.567
2019,2019,201911,201911,2015,7110,0,4,60,02.DIVORCIADO,CELTA,COMPACTO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,7,44,D,SUDESTE,JACAREI,SP_MICRO SAO JOSE DOS CAMPOS,38992300,0,43,43,4,0,0,0,0,0,0,GM,25258,50000,756.17,285.79,756.17,0,285.472,539.4,11.046,220.916
2019,2019,201907,201907,2014,7110,10,4,221,01.CASADO,ONIX,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,2,64,C,SUDESTE,SP_MICRO CAMPINAS 1 V2,SP_MICRO CAMPINAS 1,7876170,0,63,63,5,0,0,0,0,0,0,GM,34706,100000,387.19,141.64,387.19,325.852,129.28,282.531,4.419,88.379
2019,2019,201908,201908,2008,7110,8,4,337,01.CASADO,PARATI,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,3,64,C,SUDESTE,RIBEIRAO PRETO 5,SP_MESO RIBEIRAO PRETO,13924280,0,63,63,11,0,0,0,0,0,0,VW,20916,80000,353.69,104.56,353.69,0,109.088,289.415,5.717,114.334
2019,2019,201910,201910,2015,7110,4,4,337,01.CASADO,HB20,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,4,61,C,SUDESTE,ARARAQUARA,SP_DEMAIS,14065220,0,60,64,4,0,0,0,0,0,0,HYUND,43088,100000,692.84,185.75,692.84,0,191.425,567.633,8.687,173.736
2019,2019,201905,201905,2014,7110,9,4,221,02.DIVORCIADO,CITROEN C3,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,4,57,D,SUDESTE,PIRACICABA,SP_MESO PIRACICABA,7616810,0,56,56,5,0,0,0,0,0,0,CITRO,32044,80000,717.3,221.11,717.3,603.666,135.895,513.732,5.62,112.41
2019,2019,201908,201908,2013,7110,7,4,221,01.CASADO,VOYAGE,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,48,C,SUDESTE,SOROCABA,SP_MICRO SOROCABA,8013830,0,47,47,6,0,0,0,1,0,1,VW,29911,70000,774.02,229.87,774.02,634.982,151.998,510.218,7.55,151.005
2020,2020,202001,202001,2008,7110,10,4,221,01.CASADO,FUSION,MEDIO GRANDE,SUDESTE,SP INT,SUPERIOR,01.MASCULINO,2020-01-01 00:00:00,0,7,59,C,SUDESTE,01_CAMPINAS_GRP_1,SP_MUNICIPIO CAMPINAS,8599400,0,58,58,12,0,0,0,0,0,0,FORD,26685,100000,663.04,290.41,663.04,536.75,408.581,672.628,12.138,242.751
2019,2019,201906,201906,2010,7110,1,4,221,03.SOLTEIRO,POLO,PEQUENO,SUDESTE,SP INT,STANDARD PREMIUM,01.MASCULINO,2019-01-01 00:00:00,0,8,27,S,SUDESTE,SP_MUNICIPIO JUNDIAI,SP_MUNICIPIO JUNDIAI,7746400,0,26,61,9,0,0,0,0,0,0,VW,25024,60000,1099.37,274.56,1099.37,0,274.708,476.451,11.732,234.64
2019,2019,201901,201901,2013,7110,10,4,337,01.CASADO,PALIO,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,8,72,C,SUDESTE,PIRASSUNUNGA,SP_MESO CAMPINAS,13382890,0,71,71,6,2,2,0,0,0,2,FIAT,27702,50000,588.76,150.05,588.76,554.778,106.318,365.367,3.556,71.123
2019,2019,201908,201908,2015,7110,1,4,221,03.SOLTEIRO,ONIX,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,9,35,S,SUDESTE,CIRCUITO DAS AGUAS 2,SP_MICRO CAMPINAS 1,8070330,0,34,34,4,0,0,0,0,0,0,GM,35815,80000,731.31,260.36,731.31,0,259.098,825.009,14.899,297.972
2019,2019,201908,201908,2015,7110,0,4,221,03.SOLTEIRO,UP,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,9,22,S,SUDESTE,PIRACICABA,SP_MESO PIRACICABA,8028590,0,21,21,4,0,0,0,0,0,0,VW,29753,70000,1129.14,365.98,1129.14,0,367.541,676.345,15.777,315.534
2019,2019,201901,201901,2011,7110,10,4,221,01.CASADO,GOL,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,65,C,SUDESTE,SP_MICRO CAMPINAS 1 V2,SP_MICRO CAMPINAS 1,7309280,0,64,37,8,0,0,0,0,0,0,VW,22680,70000,460.72,192.46,460.72,637.723,178.686,386.419,6.199,123.986
2020,2020,202003,202003,2017,7110,10,4,337,03.SOLTEIRO,ECOSPORT,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2020-01-01 00:00:00,0,2,55,S,SUDESTE,RIBEIRAO PRETO 1,SP_MESO RIBEIRAO PRETO,14354810,0,54,54,3,0,0,0,0,0,0,FORD,54291,70000,918.5,243.12,918.5,0,244.033,504.339,11.434,228.678
2019,2019,201907,201907,2015,7110,5,4,221,03.SOLTEIRO,CELTA,COMPACTO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,6,31,S,SUDESTE,SP_MESO_MACRO METROPOLITANA PAULISTA_1,SP_MESO MACRO METROPOLITANA PAULISTA,7971980,0,30,30,4,0,0,0,0,0,0,GM,25467,100000,827.06,226.81,827.06,0,230.93,600.019,8.014,160.285
2020,2020,202003,202003,2013,7110,10,4,221,01.CASADO,ONIX,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2020-01-01 00:00:00,0,3,44,C,SUDESTE,CIRCUITO DAS AGUAS 2,SP_MICRO CAMPINAS 1,8750780,0,43,43,7,0,0,0,0,0,0,GM,31410,80000,408.67,122.44,408.67,343.93,120.209,405.293,5.839,116.777
2020,2020,202002,202002,2013,7110,0,4,60,01.CASADO,PRISMA,COMPACTO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,9,27,C,SUDESTE,UBATUBA,SP_DEMAIS,39948960,0,26,26,7,0,0,0,0,0,0,GM,34542,50000,1783.04,355.55,1783.04,0,356.257,1303.369,14.892,297.845
2019,2019,201908,201908,2015,7110,0,4,337,01.CASADO,LOGAN,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,8,61,C,SUDESTE,ARACATUBA,SP_DEMAIS,13862370,0,60,60,4,0,0,0,0,0,0,RENAU,32076,100000,564.02,213.22,564.02,0,215.89,679.105,10.73,214.604
2019,2019,201906,201906,2000,7110,9,4,221,01.CASADO,GOL 1000,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,8,56,C,SUDESTE,SP_MICRO CAMPINAS 3,SP_MICRO CAMPINAS 3,7749250,0,55,55,19,0,0,0,0,0,0,VW,9375,50000,361.1,218.99,361.1,220.227,123.164,327.15,4.17,83.406
2019,2019,201906,201906,2012,7110,8,4,337,03.SOLTEIRO,GOLF,MEDIO,SUDESTE,SP INT,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,8,29,S,SUDESTE,CATANDUVA,SP_DEMAIS,13708810,0,28,28,7,0,1,0,0,0,1,VW,39349,100000,730.51,235.3,730.51,575.288,221.236,1038.515,9.567,191.335
2019,2019,201909,201908,2016,7110,1,4,337,01.CASADO,GOL,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,4,67,C,SUDESTE,MARILIA,SP_DEMAIS,13951440,0,66,66,3,0,0,0,0,0,0,VW,31215,50000,455.69,98.68,455.69,0,99.516,339.914,4.754,95.084
2019,2019,201902,201902,2019,7110,0,4,337,04.VIUVO,HB20,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,49,V,SUDESTE,ARARAQUARA,SP_DEMAIS,13436820,0,48,48,0,0,0,0,0,0,0,HYUND,47384,100000,880.88,330.15,880.88,882.373,334.515,821.61,11.277,225.534
2020,2020,202001,202001,2018,7110,10,4,60,01.CASADO,SAVEIRO,PESADO,SUDESTE,SP,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,4,72,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA LESTE 1 4,SP_CIDADE SAO PAULO - ZONA LESTE 1 4,39573390,0,71,71,2,0,0,0,0,0,0,VW,37425,70000,966.52,228.88,966.52,713.573,200.246,573.094,6.573,131.464
2019,2019,201907,201907,2013,7110,7,4,60,01.CASADO,FOX,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,8,44,C,SUDESTE,SP_MESO METROPOLITANA DE SAO PAULO,SP_MESO METROPOLITANA DE SAO PAULO,37809870,0,43,43,6,0,0,0,0,0,0,VW,29768,50000,1061,259.9,1061,804.421,178.692,706.443,6.005,120.104
2019,2019,201909,201910,2003,7110,1,4,221,02.DIVORCIADO,CORSA,PEQUENO,SUDESTE,SP INT,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,8,48,D,SUDESTE,TAUBATE 1,SP_MICRO SAO JOSE DOS CAMPOS,8225920,0,47,47,16,0,1,0,0,0,1,GM,11677,50000,486.67,262.54,486.67,409.573,162.718,244.68,6.91,138.205
2019,2019,201910,201905,2017,7110,9,4,221,03.SOLTEIRO,HB20,PEQUENO,SUDESTE,SP INT,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,47,S,SUDESTE,01_CAMPINAS_GRP_1,SP_MUNICIPIO CAMPINAS,7723080,5923077,46,46,2,0,0,0,0,0,0,HYUND,38392,50000,814.71,149.3,85.67,0,349.201,886.152,15.615,312.295
