ANO_INIC_VIG,ANO_INIC_VIG_GERAL,ANO_MES_EMIS_GERAL,ANO_MES_INIC_VIG_APOL,ANO_MODELO,COD_CIA_EMIS,COD_CLASSE_BONUS,COD_PROD,COD_UNID_EMIS,DSC_ESTADO_CIVIL_CONDUTOR,DSC_FAMILIA_VEICULO,DSC_PORTE_VEICULO,DSC_REGIAO_GEO,DSC_REGIONAL_MODEL,DSC_SEGMENTO_VEICULO,DSC_SEXO_CONDUTOR,DT_INIC_ANO_VIG,GR_RISCO_TT,GRUPO_RISCO_BRASIL,IDADE_SEGURADO_F_ATUAL,IDC_ESTADO_CIVIL_CONDUTOR,NME_REGIAO_GEO,NME_REGIAO_POLITICA,NME_REGIAO_RISCO,NUM_APOLICE,NUM_ENDOSSO,QTD_IDADE_CONDUTOR,QTD_IDADE_SEGURADO,QTD_IDADE_VEICULO,QTD_SIN_PP,QTD_SIN_PP_TOTAL,QTD_SIN_PT,QTD_SIN_RB,QTD_SIN_RCF,QTD_SIN_TOTAL,SIG_FABRIC,VAL_LMR_CASCO_FINAL,VAL_LMR_RCF_DM,VAL_PR_ANUAL_CASCO,VAL_PR_ANUAL_RCF_DM,VAL_PR_CASCO,VAL_PR_FINAL_CASCO,VAL_PR_FINAL_RCF_DM,VAL_PR_RISCO_CASCO,VAL_PR_RISCO_RCF_DC,VAL_PR_RISCO_RCF_DM
2019,2019,201905,201905,2018,7110,4,4,43,01.CASADO,COROLLA,MEDIO,NORDESTE,NORTE/NORDESTE,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,8,44,C,NORDESTE,POL_LESTE SERGIPANO,SE_MESO LESTE SERGIPANO,12961040,0,43,71,1,0,1,0,0,1,1,TOYOT,89212,80000,1164.06,323.2,1164.06,0,325.666,1452.479,11.154,223.071
2020,2020,202002,202002,2020,7110,0,4,27,01.CASADO,SPORTAGE,MEDIO,NORDESTE,NORTE/NORDESTE,INTERMEDIARIO,02.FEMININO,2020-01-01 00:00:00,0,6,62,C,NORDESTE,POL_PI_CAPITAL,PI_MESO CENTRO-NORTE PIAUIENSE,11328910,0,61,61,0,0,0,0,0,0,0,K MOT,145666,100000,3302.5,249.53,3302.5,0,249.472,2344.55,0,236.408
2019,2019,201909,201909,2010,7110,2,4,35,01.CASADO,PALIO,PEQUENO,NORDESTE,NORTE/NORDESTE,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,4,77,C,NORDESTE,POL_PB_METROPOLITANA,PB_DEMAIS,7002080,0,76,76,9,1,2,0,0,1,2,FIAT,18614,80000,529.76,215.16,529.76,0,215.627,190.229,7.532,150.634
2020,2020,202001,202001,2019,7110,0,4,19,01.CASADO,S10,MEDIO,NORTE,NORTE/NORDESTE,INTERMEDIARIO,02.FEMININO,2020-01-01 00:00:00,0,6,31,C,NORTE,POL_CAPITAL,NORTE,5623941,0,30,30,1,0,0,0,0,0,0,GM,108360,100000,3262.96,662.11,3262.96,0,662.558,1526.962,19.425,388.49
2019,2019,201905,201905,2014,7110,9,4,132,01.CASADO,SAVEIRO,PEQUENO,SUDESTE,MG/ES,AVENTUREIRO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,33,C,SUDESTE,ES_MICRO VITORIA 4,ES_MICRO VITORIA,32083580,0,32,58,5,0,0,0,0,0,0,VW,41513,200000,739.58,338.1,739.58,0,340.018,852.109,14.426,288.529
2019,2019,201901,201901,2016,7110,6,4,19,01.CASADO,CAT 15/21,MEDIO,NORTE,NORTE/NORDESTE,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,5,46,C,NORTE,POL_CAPITAL,NORTE,5448101,0,45,45,3,0,0,0,0,0,0,MITSU,96322,80000,2047.01,569.47,2047.01,1898.241,268.865,2068.551,10.438,208.752
2019,2019,201908,201908,1995,7110,5,3,60,01.CASADO,CAT 11,GRANDE,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,75,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,38094880,0,74,74,24,0,0,0,0,0,0,FORD,0,50000,0,550.15,0,0,500.737,0,10.28,205.596
2020,2020,202003,202003,2013,7110,1,3,60,03.SOLTEIRO,FIT,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2020-01-01 00:00:00,0,1,20,S,SUDESTE,GUARULHOS_CENTRO,SP_MICRO GUARULHOS,40111060,0,19,19,7,0,0,0,0,0,0,HONDA,0,50000,0,650.89,0,0,648.193,0,13.809,276.181
2019,2019,201905,201904,2005,7110,10,3,60,01.CASADO,CLASSE A,PEQUENO,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,76,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUL 4,SP_CIDADE SAO PAULO - ZONA SUL 4,36749160,0,75,75,14,0,0,0,0,0,0,MBENZ,0,80000,0,252.1,0,0,205.406,0,4.543,90.853
2019,2019,201903,201903,2008,7110,3,3,60,02.DIVORCIADO,COROLLA,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,1,45,D,SUDESTE,SP_CIDADE SAO PAULO - ZONA OESTE 3 - BAIXO RISCO,SP_CIDADE SAO PAULO - ZONA OESTE 3,36135590,0,44,44,11,0,1,0,0,1,1,TOYOT,0,100000,0,565.55,0,0,516.635,0,19.766,225.405
2019,2019,201904,201904,1996,7110,0,3,60,01.CASADO,MONDEO,MEDIO GRANDE,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,71,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,36524580,0,70,70,23,0,0,0,0,0,0,FORD,0,100000,0,321.28,0,0,277.204,0,6.387,127.737
2019,2019,201909,201909,2012,7110,8,4,60,01.CASADO,A3,COMPACTO,SUDESTE,SP,SUPERIOR,02.FEMININO,2019-01-01 00:00:00,0,10,51,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA NORDESTE 2,SP_CIDADE SAO PAULO - ZONA NORDESTE 2,38310660,0,50,50,7,0,0,0,0,0,0,AUDI,50116,100000,2555.77,744.14,2555.77,2133.182,312.783,2230.539,11.766,235.329
2019,2019,201901,201901,2012,7110,10,4,60,01.CASADO,FOX,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,7,46,C,SUDESTE,GUARULHOS_DEMAIS_BAIRROS,SP_MICRO GUARULHOS,35646110,0,45,45,7,0,0,0,0,0,0,VW,28798,60000,680.23,206.75,680.23,683.831,209.763,576.895,7.209,144.174
2019,2019,201902,201902,2015,7110,3,4,221,01.CASADO,FIT,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,5,36,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA OESTE 3 - MEDIO RISCO,SP_CIDADE SAO PAULO - ZONA OESTE 3,7381920,0,35,35,4,0,0,0,0,0,0,HONDA,55950,100000,1073.28,314.22,1073.28,1136.064,315.336,677.891,11.131,222.611
2019,2019,201907,201908,1998,7110,10,4,60,03.SOLTEIRO,CAT 11,COMPACTO,SUDESTE,SP,ESPORTIVO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,79,S,SUDESTE,SP_MICRO OSASCO 1,SP_MICRO OSASCO 1,37710640,0,78,78,21,0,0,0,0,0,0,MBENZ,58689,100000,1811.64,446.76,1811.64,1303.308,250.761,1047.044,8.371,167.414
2019,2019,201912,201912,2020,7110,0,4,60,01.CASADO,ONIX,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,5,36,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,39299180,0,35,35,0,0,0,0,0,0,0,GM,44900,100000,698.67,320.35,698.67,0,322.567,757.762,14.994,299.875
2019,2019,201906,201906,2018,7110,10,4,60,02.DIVORCIADO,CAT 11,MEDIO,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,7,53,D,SUDESTE,SP_CIDADE SAO PAULO - ZONA NORDESTE 2,SP_CIDADE SAO PAULO - ZONA NORDESTE 2,37352900,0,52,52,1,0,0,0,0,0,0,VOLVO,139846,100000,3473.11,359.11,3473.11,2849.228,331.005,2746.698,11.988,239.761
2019,2019,201902,201902,2014,7110,8,4,60,01.CASADO,A3,MEDIO,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,5,61,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRAL 2,SP_CIDADE SAO PAULO - ZONA CENTRAL 2,35906670,0,60,999,5,0,0,0,0,0,0,AUDI,77259,100000,1630.37,294.7,1630.37,1890.098,297.378,1273.961,9.915,198.294
2019,2019,201904,201903,2017,7110,5,4,60,05.SEM INFORMACAO,KA,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,6,58, ,SUDESTE,"SANTOS, BERTIOGA E GUARUJÁ",SP_MICRO SANTOS,36379860,0,57,57,2,0,0,0,0,0,0,FORD,35133,100000,1120.07,495,1120.07,1116.99,488.904,385.073,10.589,211.778
2019,2019,201903,201903,2014,7110,7,4,60,01.CASADO,HB20,COMPACTO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,8,28,C,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,36182100,0,27,30,5,0,0,0,0,0,0,HYUND,39896,80000,1376.84,397.45,1376.84,2292.353,235.571,1080.763,9.638,192.758
2019,2019,201901,201901,2009,7110,10,3,60,01.CASADO,AZERA,MEDIO GRANDE,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,84,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,35703940,0,83,83,10,0,0,0,0,0,0,HYUND,0,100000,0,531.79,0,0,490.609,0,11.308,226.163
2019,2019,201911,201911,2014,7110,6,4,60,01.CASADO,CELTA,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,5,37,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,39027050,0,36,59,5,0,0,0,0,0,0,GM,23890,80000,924.05,303.4,924.05,0,298.255,519.306,7.123,142.453
2019,2019,201903,201812,2017,7110,0,4,60,02.DIVORCIADO,MARCH,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,1,35,D,SUDESTE,SP_CIDADE SAO PAULO - ZONA NOROESTE 2,SP_CIDADE SAO PAULO - ZONA NOROESTE 2,35328880,35905816,34,34,2,0,0,0,0,0,0,NISSA,34172,50000,1334.79,359.39,0,0,0,0,0,0
2019,2019,201911,201911,2014,7110,6,4,60,02.DIVORCIADO,MARCH,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,3,46,D,SUDESTE,SP_MICRO OSASCO 1,SP_MICRO OSASCO 1,38948880,37104403,45,66,5,0,0,0,0,0,0,NISSA,25739,100000,563.27,281.51,0,0,0,0,0,0
2019,2019,201911,201911,2018,7110,10,4,60,05.SEM INFORMACAO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,56, ,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 2,SP_CIDADE SAO PAULO - ZONA SUDESTE 2,39177980,0,55,55,1,0,0,0,0,0,0,GM,39580,50000,532.42,115.84,532.42,414.574,416.438,1060.356,12.767,255.339
2019,2019,201901,201901,2017,7110,4,4,60,01.CASADO,COROLLA,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,5,80,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 1,SP_CIDADE SAO PAULO - ZONA SUDESTE 1,35733700,0,79,999,2,0,0,0,0,0,0,TOYOT,64988,75000,1439.86,281.48,1439.86,1378.706,286.202,834.397,8.937,178.744
2019,2019,201908,201908,2017,7110,10,4,60,01.CASADO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,38,C,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,38235160,0,37,37,2,0,0,0,0,0,0,GM,49009,100000,992.02,294.79,992.02,785.758,256.241,770.973,8.726,174.525
2019,2019,201910,201910,1997,7110,10,4,60,01.CASADO,AUDI A3/A4/A6/A8,MEDIO GRANDE,SUDESTE,SP,LUXO,01.MASCULINO,2019-01-01 00:00:00,0,8,67,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,38687860,0,66,66,22,0,0,0,0,0,0,AUDI,15557,50000,563.68,239.47,563.68,391.878,213.771,542.543,9.086,181.722
2019,2019,201909,201908,2013,7110,8,4,60,02.DIVORCIADO,FIESTA,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,49,D,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUL 2,SP_CIDADE SAO PAULO - ZONA SUL 2,38040760,36762652,48,78,6,0,0,0,0,0,0,FORD,25887,50000,740.11,207.24,0,0,0,0,0,0
2019,2019,201908,201903,2016,7110,1,4,60,01.CASADO,PALIO,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,1,32,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 1,SP_CIDADE SAO PAULO - ZONA SUDESTE 1,36155060,36598429,32,32,3,0,0,0,1,0,1,FIAT,32326,50000,1693.29,485.28,0,0,0,0,0,0
2019,2019,201903,201903,2015,7110,10,4,60,01.CASADO,HB20,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,6,45,C,SUDESTE,GUARULHOS_CENTRO,SP_MICRO GUARULHOS,36171420,0,44,44,4,0,0,0,0,0,0,HYUND,37712,50000,886.93,171.26,886.93,1097.61,187.367,830.009,6.613,132.269
2019,2019,201905,201905,2010,7110,10,4,60,04.VIUVO,POLO,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,3,76,V,SUDESTE,SP_CIDADE SAO PAULO - ZONA OESTE 3 - MEDIO RISCO,SP_CIDADE SAO PAULO - ZONA OESTE 3,36932320,0,75,75,9,0,0,0,0,0,0,VW,25010,80000,459.79,214.94,459.79,308.727,293.058,227.246,7.869,157.373
2020,2020,202001,202001,2015,7110,0,4,60,07.CONDUTOR INDETERMINADO,UP,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,05.CONDUTOR INDETERMINADO,2020-01-01 00:00:00,0,7,0,,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,39493820,0,0,999,5,0,1,0,0,1,1,VW,30503,50000,1030.9,388.91,1030.9,0,389.147,672.841,14.968,299.353
2019,2019,201904,201904,2019,7110,0,4,60,05.SEM INFORMACAO,KA,COMPACTO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,45,,SUDESTE,COTIA E CIDADES ENTORNO,SP_MESO METROPOLITANA DE SAO PAULO,36553040,0,44,44,0,0,0,0,0,0,0,FORD,48452,80000,1098.38,437.69,1098.38,0,443.816,694.925,13.826,276.525
2019,2019,201909,201909,2007,7110,6,4,60,03.SOLTEIRO,FIESTA,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,5,40,S,SUDESTE,"ITANHAEM, PERUIBE, PEDRO TOLEDO, MONGAGUA E ITARIRI",SP_DEMAIS,38279050,0,39,39,12,0,0,0,0,0,0,FORD,16083,80000,777.51,221.58,777.51,0,222.825,291.298,7.801,156.013
2019,2019,201906,201905,2013,7110,10,4,60,05.SEM INFORMACAO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,0,52,,SUDESTE,SP_MICRO SAO PAULO 1,SP_MICRO SAO PAULO 1,36929540,36348732,51,51,6,0,0,0,0,0,0,GM,31147,50000,431.89,101.22,0,0,0,0,0,0
2019,2019,201902,201902,2016,7110,10,4,60,01.CASADO,HB20,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,7,42,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,35838570,0,41,45,3,0,0,0,0,0,0,HYUND,36377,80000,1079.96,349.62,1079.96,1004.661,287.148,794.984,10.573,211.467
2019,2019,201906,201905,2017,7110,7,4,60,03.SOLTEIRO,MARCH,COMPACTO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,6,22,S,SUDESTE,SP_MUNICIPIO SANTO ANDRE,SP_MUNICIPIO SANTO ANDRE,37114360,0,21,43,2,0,0,0,0,0,0,NISSA,44909,100000,1863.41,379.25,1863.41,0,382.172,1128.594,11.675,233.493
2020,2020,202003,202003,2019,7110,10,4,60,01.CASADO,SIENA,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,6,60,C,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,40293170,0,59,59,1,0,0,0,0,0,0,FIAT,39899,70000,754.66,229.03,754.66,872.386,233.794,928.629,9.138,177.908
2019,2019,201906,201907,2019,7110,6,4,60,03.SOLTEIRO,FOX,COMPACTO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,32,S,SUDESTE,SP_CIDADE SAO PAULO - ZONA NOROESTE 1,SP_CIDADE SAO PAULO - ZONA NOROESTE 1,37169510,0,31,31,0.5,0,0,0,0,0,0,VW,47210,50000,856.3,135.59,856.3,788.473,238.844,907.931,11.706,234.11
2019,2019,201902,201901,2013,7110,10,4,60,01.CASADO,SANDERO,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,59,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,35698540,35712864,58,58,6,0,0,0,0,0,0,RENAU,27002,50000,584.7,158.09,0,0,0,0,0,0
2019,2019,201910,201910,2018,7110,4,4,60,03.SOLTEIRO,ETIOS,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,3,39,S,SUDESTE,SP_MICRO OSASCO 2,SP_MICRO OSASCO 2,38860120,0,38,38,1,0,0,0,0,0,0,TOYOT,54498,100000,1061.88,277.69,1061.88,893.658,240.755,718.444,10.385,207.7
2019,2019,201901,201806,2019,7110,10,4,60,02.DIVORCIADO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,4,44,D,SUDESTE,SP_MUNICIPIO SANTO ANDRE,SP_MUNICIPIO SANTO ANDRE,33082560,35499036,43,43,4,0,0,0,0,0,0,GM,62856,100000,2165.75,170.11,226.62,1141.232,210.884,676.939,5.979,119.582
2019,2019,201902,201809,2010,7110,10,4,60,01.CASADO,FIT,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,01.MASCULINO,2019-01-01 00:00:00,0,6,56,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 3,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 3,34540980,35770503,56,56,9,0,0,0,0,0,0,HONDA,33241,100000,578.06,260.64,-68.83,975.001,222.962,690.959,7.978,159.554
2019,2019,201912,201912,2017,7110,10,4,60,01.CASADO,CITROEN C3,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,4,52,C,SUDESTE,"SANTOS, BERTIOGA E GUARUJÁ",SP_MICRO SANTOS,39240920,0,51,51,2,0,0,0,0,0,0,CITRO,45386,70000,1069.35,239.67,1069.35,847.006,266.206,603.868,13.057,261.131
2019,2019,201907,201907,2017,7110,10,4,221,02.DIVORCIADO,COROLLA,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,6,65,D,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 1,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 1,7979990,0,64,64,2,0,0,0,0,0,0,TOYOT,79151,50000,1459.22,194.43,1459.22,0,191.858,909.425,10.011,200.229
2019,2019,201908,201905,2011,7110,3,4,60,03.SOLTEIRO,CIVIC,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,7,43,S,SUDESTE,SP_MICRO OSASCO 1,SP_MICRO OSASCO 1,37054450,36561304,42,42,8,0,0,0,0,0,0,HONDA,41245,80000,1924.71,314.22,0,0,255.527,833.158,12.28,255.51
2019,2019,201904,201811,2012,7110,6,4,60,01.CASADO,UNO,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,8,46,C,SUDESTE,SP_MICRO GUARULHOS,SP_MICRO GUARULHOS,35162720,36031593,45,45,6,0,0,0,0,0,0,FIAT,18247,80000,807.5,199.88,-61.24,0,212.347,460.517,7.004,140.077
2019,2019,201901,201802,2019,7110,4,4,60,03.SOLTEIRO,KA,COMPACTO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,3,55,S,SUDESTE,SP_CIDADE SAO PAULO - LESTE 2,SP_CIDADE SAO PAULO - LESTE 2,31986810,35578440,55,55,4,0,1,0,0,1,1,FORD,52501.6,100000,1475.17,183.62,10.47,1084.578,237.245,515.888,5.435,108.701
2019,2019,201903,201903,2015,7110,10,4,60,01.CASADO,COROLLA,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,3,77,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA OESTE 1,SP_CIDADE SAO PAULO - ZONA OESTE 1,36297640,0,76,76,4,0,0,0,0,0,0,TOYOT,75622,100000,1382.58,303.47,1382.58,1377.549,297.493,586.764,8.659,173.182
2020,2020,202001,202001,2014,7110,10,4,60,01.CASADO,GOL,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,6,49,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 1,SP_CIDADE SAO PAULO - ZONA SUDESTE 1,39526100,0,48,48,6,0,0,0,0,0,0,VW,27404,50000,876.51,184.29,876.51,0,181.771,643.177,7.218,144.363
2019,2019,201908,201908,2004,7110,10,4,60,02.DIVORCIADO,PALIO,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,3,55,D,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,37871600,0,54,54,15,0,0,0,0,0,0,FIAT,12504,50000,256.16,148.34,256.16,171.998,150.871,129.179,5.927,118.542
2019,2019,201911,201911,2019,7110,1,4,60,03.SOLTEIRO,GOL,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,21,S,SUDESTE,SP_CIDADE SAO PAULO - DEMAIS,SP_CIDADE SAO PAULO - DEMAIS,39016030,0,20,50,0.5,0,0,0,0,0,0,VW,49834,80000,2052.55,482.15,2052.55,1672.095,436.605,1449.267,11.567,231.343
2019,2019,201912,201912,2014,7110,10,4,60,04.VIUVO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,5,67,V,SUDESTE,SP_CIDADE SAO PAULO - DEMAIS,SP_CIDADE SAO PAULO - DEMAIS,39253590,0,66,66,5,0,0,0,0,0,0,GM,38397,100000,625.84,222.35,625.84,0,222.844,706.661,8.421,168.42
2019,2019,201902,201902,2016,7110,3,4,60,01.CASADO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,45,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 1,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 1,35963590,0,44,44,3,0,0,0,0,0,0,GM,34324,70000,977.2,291.09,977.2,959.791,295.111,500.942,9.876,197.523
2019,2019,201903,201805,2015,7110,10,4,60,03.SOLTEIRO,MARCH,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,5,31,S,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,32902950,35895705,31,31,4,0,0,0,0,0,0,NISSA,31130,100000,852.7,253.3,-52.37,805.486,305.773,379.788,9.092,181.835
2019,2019,201911,201911,2017,7110,3,4,60,03.SOLTEIRO,SANDERO,PEQUENO,SUDESTE,SP,AVENTUREIRO STANDARD,02.FEMININO,2019-01-01 00:00:00,0,8,27,S,SUDESTE,SP_CIDADE SAO PAULO - DEMAIS,SP_CIDADE SAO PAULO - DEMAIS,38960990,0,26,51,2,0,0,0,0,0,0,RENAU,41955,50000,2051.77,307.03,2051.77,1530.211,482.597,1368.694,17.121,342.414
2019,2019,201908,201908,2017,7110,0,4,60,01.CASADO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,9,41,C,SUDESTE,SP_MICRO OSASCO 3,SP_MICRO OSASCO 3,37923180,0,40,40,2,0,0,0,0,0,0,GM,34834,50000,1646.99,278.86,1646.99,0,277.286,1235.057,15.607,312.135
2019,2019,201907,201907,2016,7110,3,4,60,01.CASADO,PRISMA,COMPACTO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,8,40,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUL 2,SP_CIDADE SAO PAULO - ZONA SUL 2,37815400,0,39,39,3,0,1,0,0,1,1,GM,45738,50000,1436.12,228.02,1436.12,1162.538,557.504,911.966,17.612,352.236
2019,2019,201903,201902,2011,7110,5,4,60,04.VIUVO,FIESTA,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,64,V,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUL 4,SP_CIDADE SAO PAULO - ZONA SUL 4,36068760,0,63,63,8,0,0,0,0,0,0,FORD,23382,80000,738.46,333.65,738.46,738.707,336.342,429.58,9.935,198.701
2019,2019,201904,201904,2011,7110,6,4,60,01.CASADO,FOX,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,7,63,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA OESTE 3 - MEDIO RISCO,SP_CIDADE SAO PAULO - ZONA OESTE 3,36439720,0,62,62,8,0,0,0,0,0,0,VW,24178,50000,791.6,360.29,791.6,791.952,357.893,476.503,12.161,243.224
